property_id,assessor_parcel_id,pin,site_address,zip_code,council_district,community_plan_area,neighborhood_council,base_zoning,base_zoning_description,full_zoning_code,general_plan_land_use,specific_plan_area,overlay_count,lot_size_sqft,building_size_sqft,year_built,number_of_units,use_code,assessed_land_value,assessed_improvement_value,total_assessed_value,toc_eligible,opportunity_zone,high_quality_transit,residential_market_area,commercial_market_area,methane_zone,flood_zone,fault_zone,rent_stabilization,housing_replacement_required,data_completeness_score
993,2265-016-034,168B153 771,4520 N LENNOX AVE,91423,CD 4 - Nithya Raman,Sherman Oaks - Studio City - Toluca Lake - Cahuenga Pass,Sherman Oaks,R1,Single Family Residential,R1-1-RIO,Low Residential,,1,5449.9,2558.0,2015.0,1.0,0101 - Residential - Single Family Residence - Pool,661326.0,592971.0,1254297.0,True,Not Eligible,Yes,Medium,High,,Outside Flood Zone,,No [APN: 2265016034],,87.5
995,2168-013-057,171B105 1095,5112 N CALATRANA DR,91364,CD 3 - Bob Blumenfield,Canoga Park - Winnetka - Woodland Hills - West Hills,Woodland Hills-Warner Center,RE,Residential Estate,RE40-1,Minimum Residential,,0,6884.9,2479.0,2017.0,1.0,0100 - Residential - Single Family Residence,260100.0,568913.0,829013.0,False,Not Eligible,,Medium,Medium,,Outside Flood Zone,,No [APN: 2168013057],Yes,87.5
996,2514-001-050,216B157 144,,,,,,,,,,,0,68077.8,,,,300V - Industrial - Industrial - Vacant Land,3845400.0,0.0,3845400.0,False,Not Eligible,Yes,,,,Outside Flood Zone,,No [APN: 2514001050],,43.8
997,2153-024-028,177B117 672,5958 N CORBIN AVE,91356,CD 3 - Bob Blumenfield,Encino - Tarzana,Tarzana,RA-1,,RA-1,Very Low I Residential,,0,26455.7,2057.0,1940.0,1.0,0100 - Residential - Single Family Residence,408086.0,35202.0,443288.0,True,Not Eligible,Yes,Medium,Medium,,Outside Flood Zone,,No [APN: 2153024028],,84.4
998,4215-006-018,111B165 90,11129 W LUCERNE AVE,90230,CD 11 - Traci Park,Palms - Mar Vista - Del Rey,Del Rey,R1,Single Family Residential,R1-1,Low Residential,LOS ANGELES COASTAL TRANSPORTATION CORRIDOR,2,11960.0,2860.0,1951.0,1.0,0100 - Residential - Single Family Residence,118232.0,163958.0,282190.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4215006018],,93.8
999,4422-020-008,129B125 213,15417 W BESTOR BLVD,90272,CD 11 - Traci Park,Brentwood - Pacific Palisades,,R1,Single Family Residential,R1H1,Low Residential,,0,7544.8,3174.0,1948.0,1.0,0100 - Residential - Single Family Residence,2297006.0,0.0,2297006.0,False,Not Eligible,,High,High,,Outside Flood Zone,,No [APN: 4422020008],,81.2
1000,6031-021-901,099B201 431,,,CD 9 - Curren D. Price Jr.,Southeast Los Angeles,Community and Neighbors for Ninth District Unity,R2,Two Family Residential,R2-1,Low Medium I Residential,SOUTH LOS ANGELES ALCOHOL SALES,2,436.8,1093.0,0.0,0.0,"0200 - Residential - Double, Duplex, or Two Units - 4 Stories or Less",9696.0,0.0,9696.0,True,Not Eligible,Yes,Low,Low,,Outside Flood Zone,,No [APN: 6031021901],Yes,87.5
1001,6046-004-014,094-5A215 231,9316 S HICKORY ST,90002,CD 15 - Tim McOsker,Southeast Los Angeles,Watts,R1,Single Family Residential,R1-1,Low II Residential,SOUTH LOS ANGELES ALCOHOL SALES,2,3389.9,372.0,1955.0,1.0,Not Available,145909.0,208663.0,354572.0,False,Not Eligible,Yes,Low,Low,,Outside Flood Zone,,Yes [APN: 6046004014],,90.6
1002,5582-025-001,157-5A189 80,6102 W DORCAS PL,90068,CD 4 - Nithya Raman,Hollywood,Hollywood United,RE,Residential Estate,RE9-1-HCR,Low I Residential,HOLLYWOODLAND,2,7538.5,2303.0,1926.0,1.0,0100 - Residential - Single Family Residence,857541.0,902026.0,1759567.0,False,Not Eligible,Yes,Medium-High,High,,Outside Flood Zone,,No [APN: 5582025001],,90.6
1003,5524-038-010,138B185 79,318 N CITRUS AVE,90036,CD 5 - Katy Young Yaroslavsky,Wilshire,Greater Wilshire,R1,Single Family Residential,R1-1,Low II Residential,,0,6456.1,1464.0,1926.0,1.0,0100 - Residential - Single Family Residence,61849.0,366220.0,428069.0,True,Not Eligible,Yes,Medium-High,High,Methane Zone,Outside Flood Zone,,No [APN: 5524038010],,90.6
1004,5173-021-905,130-5A217 280,810 E DUCOMMUN ST,90012,CD 14 - Ysabel Jurado,Downtown,Arts District Little Tokyo,[MM1-CDR1-6] [I1-N],,[MM1-CDR1-6] [I1-N],Production,,1,51807.9,,,,300V - Industrial - Industrial - Vacant Land,1924317.0,0.0,1924317.0,False,Not Eligible,Yes,Medium-High,Medium or High,Methane Zone,Outside Flood Zone,,No [APN: 5173021905],,78.1
1006,5048-022-016,123B173 1562,5638 W SMILEY DR,90016,CD 10 - Heather Hutt,West Adams - Baldwin Hills - Leimert,West Adams,RD2,,RD2-1,Low Medium II Residential,,0,3278.4,832.0,1933.0,1.0,0100 - Residential - Single Family Residence,147181.0,126965.0,274146.0,True,Not Eligible,Yes,Medium,Medium,Methane Buffer Zone,500 Yr,,No [APN: 5048022016],Yes,90.6
1008,4131-009-032,084B157 184,,,,,,,,,,,0,2978.9,705.0,1955.0,1.0,0100 - Residential - Single Family Residence,229347.0,62695.0,292042.0,False,Not Eligible,,,,Methane Zone,Outside Flood Zone,,No [APN: 4131009032],,53.1
1009,2216-035-009,186B157 523,7301 N WOODMAN AVE,91405,CD 2 - Adrin Nazarian,Van Nuys - North Sherman Oaks,Van Nuys,R3,Multiple Family Residential,R3-1,Low Medium II Residential,,0,9591.7,4854.0,1954.0,8.0,0500 - Residential - Five or More Units or Apartments (Any Combination) - 4 Stories or Less,112395.0,186046.0,298441.0,True,Not Eligible,Yes,Low,Medium,,Outside Flood Zone,,Yes [APN: 2216035009],Yes,90.6
1010,2237-018-007,180B153 828,14128 W HAMLIN ST,91401,CD 2 - Adrin Nazarian,Van Nuys - North Sherman Oaks,Van Nuys,R1,Single Family Residential,R1-1,Low Residential,,0,7489.2,896.0,1923.0,1.0,0100 - Residential - Single Family Residence,209748.0,92042.0,301790.0,True,Not Eligible,Yes,Low,Medium,,Outside Flood Zone,,No [APN: 2237018007],,87.5
1011,2769-023-014,195B125 482,8823 N ETIWANDA AVE,91325,CD 12 - John Lee,Northridge,Northridge South,R3,Multiple Family Residential,R3-1,Medium Residential,,0,7886.1,18067.0,1964.0,24.0,0500 - Residential - Five or More Units or Apartments (Any Combination) - 4 Stories or Less,297838.0,829294.0,1127132.0,True,Not Eligible,Yes,Low,Medium,,Outside Flood Zone,,Yes [APN: 2769023014],,87.5
1013,4250-022-015,120B157 708,3161 S CORINTH AVE,90066,CD 11 - Traci Park,Palms - Mar Vista - Del Rey,Mar Vista,R1,Single Family Residential,R1V2,Low Residential,WEST LOS ANGELES TRANSPORTATION IMPROVEMENT AND MITIGATION,2,7503.2,900.0,2022.0,1.0,Not Available,1394136.0,887502.0,2281638.0,False,Not Eligible,Yes,High,High,,Outside Flood Zone,,No [APN: 4250022015],,90.6
1014,2667-012-020,210B141 807,15830 W HORACE ST,91344,CD 12 - John Lee,Granada Hills - Knollwood,Granada Hills North,RS-1,,RS-1,Low I Residential,,0,8278.4,1756.0,1955.0,1.0,0100 - Residential - Single Family Residence,71444.0,104639.0,176083.0,False,Not Eligible,,Low,Low,,Outside Flood Zone,,No [APN: 2667012020],,81.2
1015,5204-019-017,138A223 337,2221 1/2 N GRIFFIN AVE,90031,CD 1 - Eunisses Hernandez,Northeast Los Angeles,Lincoln Heights,RD3,,RD3-1-HPOZ,Low Medium I Residential,,1,8013.1,2772.0,1902.0,3.0,0500 - Residential - Five or More Units or Apartments (Any Combination) - 4 Stories or Less,568276.0,266351.0,834627.0,True,Not Eligible,Yes,Medium,Medium,,Outside Flood Zone,,Yes [APN: 5204019017],,84.4
1016,2741-010-014,204B113 379,10141 N LARAMIE AVE,91311,CD 12 - John Lee,Chatsworth - Porter Ranch,Chatsworth,RE,Residential Estate,RE11-1,Very Low II Residential,,0,11008.3,2735.0,1961.0,1.0,0101 - Residential - Single Family Residence - Pool,566406.0,256233.0,822639.0,False,Not Eligible,,Low,Low,,Outside Flood Zone,,No [APN: 2741010014],,84.4
1017,6011-008-012,102B205 709,338 E 71ST ST,90003,CD 9 - Curren D. Price Jr.,Southeast Los Angeles,Community and Neighbors for Ninth District Unity,R2,Two Family Residential,R2-1,Low Medium I Residential,SOUTH LOS ANGELES ALCOHOL SALES,2,4494.2,1200.0,1926.0,2.0,"0200 - Residential - Double, Duplex, or Two Units - 4 Stories or Less",101342.0,133555.0,234897.0,True,Not Eligible,Yes,Low,"Low if plans submitted after 2/17/2021, otherwise exempt",,Outside Flood Zone,,Yes [APN: 6011008012],,90.6
1018,2301-013-075,189B157 957,7722 N VENTURA CANYON AVE,91402,CD 6 - Imelda Padilla,Mission Hills - Panorama City - North Hills,Panorama City,RS-1,,RS-1,Low Residential,,0,11362.5,1316.0,1950.0,1.0,0101 - Residential - Single Family Residence - Pool,97356.0,150998.0,248354.0,False,Not Eligible,,Low,Medium,,Outside Flood Zone,,No [APN: 2301013075],,81.2
1019,2254-016-005,174B129 807,17361 W BURBANK BLVD,91316,CD 4 - Nithya Raman,Encino - Tarzana,Encino,R1,Single Family Residential,R1-1-RIO,Low II Residential,,1,6001.7,1934.0,1949.0,1.0,0100 - Residential - Single Family Residence,365532.0,117843.0,483375.0,False,Not Eligible,,Medium,Medium,,Outside Flood Zone,,No [APN: 2254016005],,84.4
1020,2365-024-024,165B169 681,4248 N TROOST AVE,91604,CD 2 - Adrin Nazarian,Sherman Oaks - Studio City - Toluca Lake - Cahuenga Pass,Studio City,[Q]RD1.5-1-RIO,,[Q]RD1.5-1-RIO,Low Medium Residential,,1,6620.8,4518.0,1976.0,4.0,0400 - Residential - Four Units (Any Combination) - 4 Stories or Less,271267.0,459000.0,730267.0,True,Not Eligible,Yes,Medium,High,,Outside Flood Zone,,Yes [APN: 2365024024],Yes,87.5
1021,5074-026-019,126B193 811,1819 S ROOSEVELT AVE,90006,CD 10 - Heather Hutt,South Los Angeles,"United Neighborhoods of the Historic Arlington Heights, West Adams, and Jef",C1,Limited Commercial,C1.5-1VL-HPOZ-CPIO,Neighborhood Commercial,,2,14409.6,9342.0,1961.0,11.0,0500 - Residential - Five or More Units or Apartments (Any Combination) - 4 Stories or Less,200681.0,261803.0,462484.0,True,Not Eligible,Yes,Low,Low,,Outside Flood Zone,,Yes [APN: 5074026019],Yes,90.6
1022,2660-009-009,201B145 66,15437 W SEPTO ST,91345,CD 7 - Monica Rodriguez,Mission Hills - Panorama City - North Hills,Mission Hills,RS-1,,RS-1,Low Residential,,0,9365.4,1708.0,1953.0,1.0,0100 - Residential - Single Family Residence,72991.0,103774.0,176765.0,False,Not Eligible,Yes,Low,Medium,,Outside Flood Zone,,No [APN: 2660009009],,84.4
1023,2159-022-036,177B129 521,6012 N ZELZAH AVE,91316,CD 4 - Nithya Raman,Encino - Tarzana,Encino,R1,Single Family Residential,R1-1-RIO,Low II Residential,,1,5499.0,802.0,1949.0,1.0,0100 - Residential - Single Family Residence,41222.0,147209.0,188431.0,False,Not Eligible,Yes,Medium,Medium,,Outside Flood Zone,,No [APN: 2159022036],,87.5
1025,2619-011-026,207B157 162,10829 N TELFAIR AVE,91331,CD 7 - Monica Rodriguez,Arleta - Pacoima,Pacoima,R1,Single Family Residential,R1-1-O-CUGU,Low Residential,,1,6159.6,1500.0,1948.0,1.0,0100 - Residential - Single Family Residence,16782.0,67371.0,84153.0,True,Not Eligible,Yes,Low,Medium,Methane Zone,Outside Flood Zone,,No [APN: 2619011026],,90.6
1026,2607-011-031,213B129 170,17531 W RINALDI ST,91344,CD 12 - John Lee,Granada Hills - Knollwood,Granada Hills North,A1,Agricultural,A1-1,Very Low I Residential,,0,162960.6,16693.0,1999.0,0.0,7100 - Institutional - Church - One Story,200645.0,7338137.0,7538782.0,False,Not Eligible,,Low,Low,,Outside Flood Zone,,No [APN: 2607011031],,84.4
1027,5526-041-016,138B177 411,7571 W BEVERLY BLVD,90036,CD 5 - Katy Young Yaroslavsky,Wilshire,Mid City West,C2,General Commercial,C2-1VL-O,Neighborhood Office Commercial,,2,3998.7,9576.0,1956.0,0.0,1840 - Commercial - Hotel and Motel - Motel/Hotel and Apartment Combinations - Under 50 Units - One Story,263725.0,346110.0,609835.0,True,OC-2,Yes,Medium-High,High,Methane Zone,500 Yr,,No [APN: 5526041016],Yes,93.8
1028,2678-025-026,204B137 760,16530 W MAYALL ST,91343,CD 12 - John Lee,Granada Hills - Knollwood,Granada Hills South,RS-1,,RS-1,Low I Residential,,0,8890.8,1860.0,1967.0,1.0,0101 - Residential - Single Family Residence - Pool,206664.0,281450.0,488114.0,False,Not Eligible,,Low,Low,,Outside Flood Zone,,No [APN: 2678025026],,81.2
1030,2634-040-007,192B165 167,8543 1/2 N REMICK AVE,91352,CD 6 - Imelda Padilla,Sun Valley - La Tuna Canyon,Sun Valley,RS-1,,RS-1,Low Residential,,0,10574.5,600.0,1952.0,1.0,Not Available,390150.0,354059.0,744209.0,True,Not Eligible,Yes,Low,Medium,,Outside Flood Zone,,Yes [APN: 2634040007],,84.4
1031,4251-003-017,120B157 16,2840 S SEPULVEDA BLVD,90064,CD 5 - Katy Young Yaroslavsky,West Los Angeles,Westside,R3,Multiple Family Residential,R3-1,Medium Residential,WEST LOS ANGELES TRANSPORTATION IMPROVEMENT AND MITIGATION,3,7506.1,13100.0,1957.0,30.0,0501 - Residential - Five or More Units or Apartments (Any Combination) - 4 Stories or Less - Pool,2549118.0,1428757.0,3977875.0,False,OC-3,Yes,High,High,,Outside Flood Zone,,Yes [APN: 4251003017],,90.6
1032,2689-025-002,192B137 65,16220 W NAPA ST,91343,CD 12 - John Lee,Mission Hills - Panorama City - North Hills,North Hills West,RS-1,,RS-1,Low Residential,,0,7500.5,1386.0,1961.0,1.0,0100 - Residential - Single Family Residence,17235.0,159493.0,176728.0,False,Not Eligible,Yes,Low,Medium,,Outside Flood Zone,,No [APN: 2689025002],,84.4
1033,2229-003-029,183B129 870,6850 N SHOSHONE AVE,91406,CD 6 - Imelda Padilla,Reseda - West Van Nuys,Lake Balboa,R1,Single Family Residential,R1-1,Low Residential,,0,8060.0,1025.0,1949.0,1.0,Not Available,528523.0,265119.0,793642.0,False,Not Eligible,Yes,Medium,Medium,,Outside Flood Zone,,Yes [APN: 2229003029],,87.5
1035,2254-001-008,177B129 462,17611 W BULLOCK ST,91316,CD 4 - Nithya Raman,Encino - Tarzana,Encino,R1,Single Family Residential,R1-1-RIO,Low II Residential,,1,5499.6,1058.0,1949.0,1.0,0100 - Residential - Single Family Residence,147782.0,89184.0,236966.0,False,Not Eligible,Yes,Medium,Medium,,Outside Flood Zone,,No [APN: 2254001008],,87.5
1037,5689-018-009,162A227 101,1550 1/2 W COLORADO BLVD,90041,CD 14 - Ysabel Jurado,Northeast Los Angeles,Eagle Rock,[Q]C4-1XL,,[Q]C4-1XL,Neighborhood Commercial,COLORADO BOULEVARD,3,3814.1,2040.0,1925.0,0.0,1210 - Commercial - Store Combination - Store and Residential Combination - One Story,184318.0,270611.0,454929.0,True,OC-3,Yes,Medium,Medium,,Outside Flood Zone,,No [APN: 5689018009],,87.5
1038,5108-014-002,111A209 358,5011 S WADSWORTH AVE,90011,CD 9 - Curren D. Price Jr.,Southeast Los Angeles,Zapata King,RD2,,RD2-1,Low Medium II Residential,SOUTH LOS ANGELES ALCOHOL SALES,2,2053.4,866.0,1910.0,1.0,0100 - Residential - Single Family Residence,79703.0,113792.0,193495.0,True,Not Eligible,Yes,Low,"Low if plans submitted after 2/17/2021, otherwise exempt",,Outside Flood Zone,,No [APN: 5108014002],Yes,90.6
1039,4407-015-012,126B133 134,,,,,,,,,,,0,21756.2,,,,010V - Residential - Single Family Residence - Vacant Land,2080800.0,0.0,2080800.0,False,Not Eligible,,,,,Outside Flood Zone,,No [APN: 4407015012],,40.6
1040,4309-020-027,126B165 1051,2745 S OAKHURST AVE,90034,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,6247.7,1530.0,1948.0,1.0,0101 - Residential - Single Family Residence - Pool,826204.0,225885.0,1052089.0,False,Not Eligible,,High,High,Methane Buffer Zone,Outside Flood Zone,,No [APN: 4309020027],,87.5
1041,2135-014-008,183B117 379,7038 N QUARTZ AVE,91306,CD 3 - Bob Blumenfield,Canoga Park - Winnetka - Woodland Hills - West Hills,Winnetka,R1,Single Family Residential,R1-1-RIO,Low Residential,,1,7893.6,1552.0,1953.0,1.0,0100 - Residential - Single Family Residence,456111.0,124704.0,580815.0,True,Not Eligible,Yes,Medium,Medium,,Outside Flood Zone,,No [APN: 2135014008],,87.5
1042,5480-010-004,159A229 207,6026 E TIPTON WAY,90042,CD 14 - Ysabel Jurado,Northeast Los Angeles,Eagle Rock,R1,Single Family Residential,R1-1-HCR,Low Residential,,0,7518.6,996.0,1909.0,1.0,"0200 - Residential - Double, Duplex, or Two Units - 4 Stories or Less",259976.0,256797.0,516773.0,False,Not Eligible,Yes,Medium,Medium,,Outside Flood Zone,,Yes [APN: 5480010004],,87.5
1044,7406-031-006,039B205 566,,,,,,,,,,,0,5700.6,1232.0,1958.0,1.0,0100 - Residential - Single Family Residence,21041.0,38209.0,59250.0,False,Not Eligible,,,,Methane Zone,Outside Flood Zone,,No [APN: 7406031006],,53.1
1045,2159-026-021,177B129 413,17857 W BULLOCK ST,91316,CD 4 - Nithya Raman,Encino - Tarzana,Encino,R1,Single Family Residential,R1-1-RIO,Low II Residential,,1,5495.1,1306.0,1949.0,1.0,0100 - Residential - Single Family Residence,74534.0,112908.0,187442.0,False,Not Eligible,Yes,Medium,Medium,,Outside Flood Zone,,No [APN: 2159026021],,87.5
1047,5124-008-007,123A201 11,1017 W 25TH ST,90007,CD 1 - Eunisses Hernandez,South Los Angeles,Empowerment Congress North,[Q]RD1.5-1XL-O-HPOZ,,[Q]RD1.5-1XL-O-HPOZ,Low Medium II Residential,SOUTH LOS ANGELES ALCOHOL SALES,5,7071.2,4412.0,1903.0,8.0,0500 - Residential - Five or More Units or Apartments (Any Combination) - 4 Stories or Less,422509.0,286844.0,709353.0,True,Not Eligible,Yes,Low,Low,Methane Zone,500 Yr,,Yes [APN: 5124008007],,90.6
1048,2129-025-022,183B121 1077,19055 W VANOWEN ST,91335,CD 3 - Bob Blumenfield,Reseda - West Van Nuys,Reseda,R1,Single Family Residential,R1-1-RIO,Low Residential,,1,5709.0,1674.0,1949.0,1.0,0100 - Residential - Single Family Residence,446000.0,183141.0,629141.0,False,Not Eligible,Yes,Medium,Medium,,500 Yr,,No [APN: 2129025022],,87.5
1049,5556-015-016,148-5A173 109,,,CD 4 - Nithya Raman,Hollywood,Bel Air-Beverly Crest,R1,Single Family Residential,R1-1-HCR,Low II Residential,,0,4726.5,,,,010V - Residential - Single Family Residence - Vacant Land,4116.0,0.0,4116.0,False,Not Eligible,,Medium-High,High,,Outside Flood Zone,,No [APN: 5556015016],,68.8
1050,2046-007-028,174B089 424,5600 N OSTIN AVE,91367,CD 3 - Bob Blumenfield,Canoga Park - Winnetka - Woodland Hills - West Hills,Woodland Hills-Warner Center,RE,Residential Estate,RE11-1,Very Low Residential,,0,11569.4,3012.0,1964.0,1.0,0101 - Residential - Single Family Residence - Pool,764000.0,335112.0,1099112.0,False,Not Eligible,,Medium,Medium,,Outside Flood Zone,,No [APN: 2046007028],,84.4
1051,2176-025-011,168B121 286,4774 N EL CABALLERO DR,91356,CD 3 - Bob Blumenfield,Encino - Tarzana,Tarzana,RA-1,,RA-1,Very Low I Residential,,0,19247.3,2937.0,1965.0,1.0,0101 - Residential - Single Family Residence - Pool,728916.0,557394.0,1286310.0,False,Not Eligible,,Medium,Medium,,Outside Flood Zone,,No [APN: 2176025011],,81.2
1052,2139-015-004,180B101 203,22154 W ARCHWOOD ST,91303,CD 3 - Bob Blumenfield,Canoga Park - Winnetka - Woodland Hills - West Hills,Woodland Hills-Warner Center,RS-1-RIO,,RS-1-RIO,Low Residential,,1,8030.8,666.0,1956.0,1.0,Not Available,507715.0,205705.0,713420.0,True,Not Eligible,Yes,Medium,Medium,,Outside Flood Zone,,Yes [APN: 2139015004],,84.4
1055,4264-002-004,129B137 500,508 S AVONDALE AVE,90049,CD 11 - Traci Park,Brentwood - Pacific Palisades,,RE,Residential Estate,RE15-1,Very Low II Residential,WEST LOS ANGELES TRANSPORTATION IMPROVEMENT AND MITIGATION,2,12608.1,2280.0,1947.0,1.0,0101 - Residential - Single Family Residence - Pool,523758.0,459674.0,983432.0,False,Not Eligible,,High,High,,Outside Flood Zone,Yes,No [APN: 4264002004],,87.5
1056,2604-022-033,222B145 404,15201 W TYLER ST,91342,CD 7 - Monica Rodriguez,Sylmar,Sylmar,R1,Single Family Residential,R1-1,Low II Residential,,0,7728.5,1116.0,1955.0,1.0,0100 - Residential - Single Family Residence,21265.0,142700.0,163965.0,False,Not Eligible,,Low,Low,,Outside Flood Zone,,No [APN: 2604022033],,84.4
1057,5424-003-002,142-5A207 259,2308 1/2 W BERKELEY AVE,90026,CD 13 - Hugo Soto-Martinez,Silver Lake - Echo Park - Elysian Valley,Echo Park,R2,Two Family Residential,R2-1VL,Low Medium I Residential,,0,7290.2,851.0,1950.0,1.0,0300 - Residential - Three Units (Any Combination) - 4 Stories or Less,126699.0,163756.0,290455.0,True,Not Eligible,Yes,Medium-High,High,,Outside Flood Zone,,Yes [APN: 5424003002],,87.5
1058,2701-013-079,219A117 50,19711 W EAGLE RIDGE LN,91326,CD 12 - John Lee,Chatsworth - Porter Ranch,Porter Ranch,RD6,,RD6-1,Low II Residential,,0,8226.7,2235.0,1987.0,1.0,010D - Residential - Single Family Residence - Planned Unit Development (PUD),562960.0,244460.0,807420.0,False,Not Eligible,,Low,Low,Methane Buffer Zone,Outside Flood Zone,,No [APN: 2701013079],Yes,87.5
1059,5191-022-028,118-5A225 470,,,CD 14 - Ysabel Jurado,Boyle Heights,Boyle Heights,M2,Light Industrial,M2-1-CUGU,Light Manufacturing,,0,1600.0,,,,300V - Industrial - Industrial - Vacant Land,51320.0,0.0,51320.0,True,Not Eligible,Yes,Low,Medium,,Outside Flood Zone,,No [APN: 5191022028],,71.9
1061,6015-026-004,102B193 836,1546 W 69TH ST,90047,CD 8 - Marqueece Harris-Dawson,South Los Angeles,Empowerment Congress Central,R1,Single Family Residential,R1-1,Low II Residential,SOUTH LOS ANGELES ALCOHOL SALES,2,4681.6,748.0,1922.0,1.0,"0200 - Residential - Double, Duplex, or Two Units - 4 Stories or Less",137817.0,37676.0,175493.0,True,Not Eligible,Yes,Low,Low,,500 Yr,,Yes [APN: 6015026004],,90.6
1062,5128-017-014,118-5A207 29,723 E 27TH ST,90011,CD 9 - Curren D. Price Jr.,Southeast Los Angeles,South Central,R2,Two Family Residential,R2-1,Low Medium I Residential,SOUTH LOS ANGELES ALCOHOL SALES,2,6370.4,6334.0,1986.0,6.0,0500 - Residential - Five or More Units or Apartments (Any Combination) - 4 Stories or Less,313195.0,546836.0,860031.0,True,Not Eligible,Yes,Low,"Low if plans submitted after 2/17/2021, otherwise exempt",,Outside Flood Zone,,No [APN: 5128017014],,90.6
